id,value
1,2260
2,2260
3,2260
4,2260
5,2270
6,2270
7,2260
8,2270
9,2270
10,2270
11,2270
12,2280
13,2280
14,2280
15,2280
16,2280
17,2280
18,2290
19,2290
20,2290
21,2290
22,2290
23,2290
24,2300
25,2300
26,2300
27,2300
28,2300
29,2300
30,2310
31,2310
32,2310
33,2310
34,2310
35,2310
36,2310
37,2310
38,2310
39,2310
40,2310
41,2310
42,2310
43,2320
44,2320
45,2320
46,2320
47,2320
48,2320
49,2320
50,2320
51,2320
52,2320
53,2320
54,2320
55,2320
56,2320
57,2330
58,2330
59,2330
60,2330
61,2330
62,2330
63,2330
64,2330
65,2330
66,2330
67,2330
68,2330
69,2330
70,2330
71,2340
72,2340
73,2340
74,2340
75,2340
76,2340
77,2340
78,2340
79,2340
80,2340
81,2340
82,2340
83,2340
84,2340
85,2340
86,2340
87,2340
88,2350
89,2350
90,2350
91,2360
92,2360
93,2360
94,2360
95,2360
96,2360
97,2360
98,2360
99,2360
100,2360
101,2360
102,2360
103,2360
104,2360
105,2360
106,2360
107,2360
108,2360
109,2360
110,2360
111,2360
112,2360
113,2360
114,2360
115,2370
116,2370
117,2370
118,2370
119,2370
120,2370
121,2370
122,2370
123,2370
124,2370
125,2380
126,2380
127,2380
128,2380
129,2380
130,2390
131,2380
132,2390
133,2390
134,2390
135,2390
136,2390
137,2390
138,2390
139,2390
140,2390
141,2390
142,2390
143,2390
144,2390
145,2390
146,2390
147,2390
148,2390
149,2390
150,2390
151,2390
152,2390
153,2400
154,2400
155,2400
156,2400
157,2400
158,2400
159,2400
160,2400
161,2400
162,2410
163,2410
164,2410
165,2410
166,2410
167,2410
168,2410
169,2410
170,2410
171,2410
172,2410
173,2410
174,2410
175,2420
176,2420
177,2420
178,2440
179,2440
180,2440
181,2440
182,2450
183,2450
184,2450
185,2460
186,2450
187,2450
188,2450
189,2450
190,2450
191,2450
192,2450
193,2440
194,2440
195,2440
196,2440
197,2440
198,2440
199,2440
200,2440
201,2440
202,2440
203,2440
204,2440
205,2440
206,2440
207,2440
208,2440
209,2440
210,2440
211,2440
212,2440
213,2440
214,2440
215,2430
216,2430
217,2430
218,2440
219,2440
220,2430
221,2440
222,2440
223,2450
224,2450
225,2460
226,2460
227,2460
228,2470
229,2470
230,2470
231,2470
232,2470
233,2480
234,2480
235,2480
236,2480
237,2490
238,2490
239,2490
240,2490
241,2490
242,2490
243,2490
244,2500
245,2500
246,2500
247,2500
248,2500
249,2500
250,2500
251,2500
252,2500
253,2500
254,2500
255,2500
256,2490
257,2490
258,2490
259,2490
260,2490
261,2490
262,2480
263,2480
264,2480
265,2480
266,2480
267,2480
268,2480
269,2480
270,2480
271,2480
272,2480
273,2480
274,2480
275,2480
276,2480
277,2490
278,2490
279,2500
280,2500
281,2500
282,2500
283,2510
284,2510
285,2510
286,2510
287,2510
288,2510
289,2520
290,2520
291,2520
292,2520
293,2520
294,2520
295,2520
296,2520
297,2520
298,2520
299,2520
300,2520
301,2520
302,2520
303,2520
304,2520
305,2520
306,2520
307,2520
308,2520
309,2520
310,2520
311,2520
312,2520
313,2510
314,2510
315,2510
316,2500
317,2500
318,2500
319,2500
320,2500
321,2500
322,2500
323,2490
324,2490
325,2490
326,2490
327,2490
328,2490
329,2490
330,2490
331,2490
332,2490
333,2490
334,2490
335,2490
336,2490
337,2490
338,2490
339,2490
340,2490
341,2490
342,2490
343,2490
344,2490
345,2490
346,2490
347,2490
348,2490
349,2490
350,2490
351,2490
352,2490
353,2490
354,2490
355,2490
356,2490
357,2490
358,2490
359,2490
360,2490
361,2490
362,2490
363,2490
364,2490
365,2490
366,2490
367,2490
368,2490
369,2490
370,2490
371,2490
372,2490
373,2490
374,2490
375,2490
376,2490
377,2490
378,2490
379,2490
380,2490
381,2490
382,2480
383,2480
384,2480
385,2480
386,2480
387,2480
388,2480
389,2480
390,2480
391,2480
392,2480
393,2480
394,2480
395,2480
396,2480
397,2480
398,2480
399,2490
400,2480
401,2480
