id,binary_value
190,00000000000000000000100101110111
191,00000000000000000000100110000001
192,00000000000000000000100110001011
193,00000000000000000000100110001011
194,00000000000000000000100110010101
195,00000000000000000000100110101001
196,00000000000000000000100110010101
197,00000000000000000000100110010101
198,00000000000000000000100110010101
199,00000000000000000000100110101001
200,00000000000000000000100110101001
201,00000000000000000000100110101001
202,00000000000000000000100110101001
203,00000000000000000000100110011111
204,00000000000000000000100110010101
205,00000000000000000000100110010101
206,00000000000000000000100110011111
207,00000000000000000000100110101001
208,00000000000000000000100110101001
209,00000000000000000000100110011111
210,00000000000000000000100110101001
211,00000000000000000000100110111101
212,00000000000000000000100110011111
213,00000000000000000000100110010101
214,00000000000000000000100110011111
215,00000000000000000000100110101001
216,00000000000000000000100110101001
217,00000000000000000000100110101001
218,00000000000000000000100110011111
219,00000000000000000000100110011111
220,00000000000000000000100110001011
221,00000000000000000000100110011111
222,00000000000000000000100110010101
223,00000000000000000000100110011111
224,00000000000000000000100110101001
225,00000000000000000000100110001011
226,00000000000000000000100110011111
227,00000000000000000000100110010101
228,00000000000000000000100110010101
229,00000000000000000000100110001011
230,00000000000000000000100110001011
231,00000000000000000000100110001011
232,00000000000000000000100110010101
233,00000000000000000000100110011111
234,00000000000000000000100110101001
235,00000000000000000000100110101001
236,00000000000000000000100110010101
237,00000000000000000000100110010101
238,00000000000000000000100110011111
239,00000000000000000000100110010101
240,00000000000000000000100110011111
241,00000000000000000000100110011111
242,00000000000000000000100110101001
243,00000000000000000000100110011111
244,00000000000000000000100110001011
245,00000000000000000000100110010101
246,00000000000000000000100110011111
247,00000000000000000000100110101001
248,00000000000000000000100110101001
249,00000000000000000000100110011111
250,00000000000000000000100110010101
251,00000000000000000000100110010101
252,00000000000000000000100110101001
253,00000000000000000000100110110011
254,00000000000000000000100110101001
255,00000000000000000000100110011111
256,00000000000000000000100110101001
257,00000000000000000000100110101001
258,00000000000000000000100110110011
259,00000000000000000000100110110011
260,00000000000000000000100110111101
261,00000000000000000000100110101001
262,00000000000000000000100110110011
263,00000000000000000000100110110011
264,00000000000000000000100110101001
265,00000000000000000000100110110011
266,00000000000000000000100110101001
267,00000000000000000000100110110011
268,00000000000000000000100110101001
269,00000000000000000000100110011111
270,00000000000000000000100110110011
271,00000000000000000000100110011111
272,00000000000000000000100110110011
273,00000000000000000000100110110011
274,00000000000000000000100110101001
275,00000000000000000000100110110011
276,00000000000000000000100110101001
277,00000000000000000000100110110011
278,00000000000000000000100110101001
279,00000000000000000000100110101001
280,00000000000000000000100110101001
281,00000000000000000000100110101001
282,00000000000000000000100110011111
283,00000000000000000000100110101001
284,00000000000000000000100110011111
285,00000000000000000000100110101001
286,00000000000000000000100110010101
287,00000000000000000000100110011111
288,00000000000000000000100110011111
289,00000000000000000000100110011111
290,00000000000000000000100110011111
291,00000000000000000000100110101001
292,00000000000000000000100110011111
293,00000000000000000000100110011111
294,00000000000000000000100110011111
295,00000000000000000000100110010101
296,00000000000000000000100110010101
297,00000000000000000000100110010101
298,00000000000000000000100110011111
299,00000000000000000000100110110011
300,00000000000000000000100110101001
301,00000000000000000000100110101001
302,00000000000000000000100110011111
303,00000000000000000000100110010101
304,00000000000000000000100110101001
305,00000000000000000000100110011111
306,00000000000000000000100110011111
307,00000000000000000000100110110011
308,00000000000000000000100110101001
309,00000000000000000000100110011111
310,00000000000000000000100110011111
311,00000000000000000000100110001011
312,00000000000000000000100110001011
313,00000000000000000000100110001011
314,00000000000000000000100110000001
315,00000000000000000000100110001011
316,00000000000000000000100110001011
317,00000000000000000000100110011111
318,00000000000000000000100110011111
319,00000000000000000000100110011111
320,00000000000000000000100110011111
321,00000000000000000000100110010101
322,00000000000000000000100110010101
323,00000000000000000000100110010101
324,00000000000000000000100110101001
325,00000000000000000000100110010101
326,00000000000000000000100110010101
327,00000000000000000000100110001011
328,00000000000000000000100110001011
329,00000000000000000000100110010101
330,00000000000000000000100110001011
331,00000000000000000000100101101101
332,00000000000000000000100110001011
333,00000000000000000000100110010101
334,00000000000000000000100110011111
335,00000000000000000000100110010101
336,00000000000000000000100110001011
337,00000000000000000000100101110111
338,00000000000000000000100110001011
339,00000000000000000000100110011111
340,00000000000000000000100110011111
341,00000000000000000000100110010101
342,00000000000000000000100110001011
